Código Plan,Plan,Cohorte,Sede,RUN,DV,Nombres,Apellido Paterno,Apellido Materno,Número de alumno,Periodo Asignatura,Código Asignatura,Asignatura,Convocatoria,Calificación,Nota
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,12779045,4,AXELL NICOLÁS,RIVERA,SANGUINETTI,1703,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,12779045,4,AXELL NICOLÁS,RIVERA,SANGUINETTI,1703,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,8170846,K,FRANCISCA ISABEL,RUIZ,ÁLVAREZ,1615,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,8170846,K,FRANCISCA ISABEL,RUIZ,ÁLVAREZ,1615,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,19540951,8,NANCY CAROLINA,SÁNCHEZ,LEIVA,1652,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,19540951,8,NANCY CAROLINA,SÁNCHEZ,LEIVA,1652,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,18918209,9,JAVIERA CAROLINA,SIMON,MARTÍNEZ,1675,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,18918209,9,JAVIERA CAROLINA,SIMON,MARTÍNEZ,1675,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,13086256,K,CRISTÓBAL BENJAMÍN,SOLÍS,INOSTROZA,1620,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,13086256,K,CRISTÓBAL BENJAMÍN,SOLÍS,INOSTROZA,1620,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,25810037,2,ERIC ALBERTO,TAPIA,RIVERA,1655,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,25810037,2,ERIC ALBERTO,TAPIA,RIVERA,1655,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,24288042,4,RICARDO JESÚS,VARELA,VEAS,1721,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2020-01,Beauxbaton,24288042,4,RICARDO JESÚS,VARELA,VEAS,1721,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18507468,1,BENJAMÍN ANDRÉS,ARCE,LISBOA,4496,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18507468,1,BENJAMÍN ANDRÉS,ARCE,LISBOA,4496,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,24439837,1,MARÍA IGNACIA,ARTEAGA,PASTRIÁN,4416,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,24439837,1,MARÍA IGNACIA,ARTEAGA,PASTRIÁN,4416,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,5998799,8,VICENTE JESÚS ANTONIO,BRAVO,ARENAS,4485,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,5998799,8,VICENTE JESÚS ANTONIO,BRAVO,ARENAS,4485,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6249059,K,CRISTOPHER JESÚS,BRAVO,ARMIJO,4424,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6249059,K,CRISTOPHER JESÚS,BRAVO,ARMIJO,4424,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,25225079,3,ISIDORA IGNACIA,CABROLIER,RUBIO,4476,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,25225079,3,ISIDORA IGNACIA,CABROLIER,RUBIO,4476,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9270755,6,GLADYS ANDREA,CAMPOS,CONTRERAS,4517,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9270755,6,GLADYS ANDREA,CAMPOS,CONTRERAS,4517,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17828650,1,VALENTINA ANTONELLA,CAPRA,INOSTROZA,4519,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17828650,1,VALENTINA ANTONELLA,CAPRA,INOSTROZA,4519,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21296566,9,MARION ANGÉLICA,CÁRDENAS,VERGARA,4398,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21296566,9,MARION ANGÉLICA,CÁRDENAS,VERGARA,4398,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,14535402,0,CATALINA PAOLA,CARRASCO,ESPINOZA,4483,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,14535402,0,CATALINA PAOLA,CARRASCO,ESPINOZA,4483,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18513630,7,HILEN DE JESÚS,CARVACHO,GONZÁLEZ,4439,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18513630,7,HILEN DE JESÚS,CARVACHO,GONZÁLEZ,4439,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13280503,3,CAMILO MATÍAS,CEPEDA,BARONI,4494,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13280503,3,CAMILO MATÍAS,CEPEDA,BARONI,4494,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9325813,3,AMANDA FERNANDA,CHACÓN,CLANDESTINO,4437,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9325813,3,AMANDA FERNANDA,CHACÓN,CLANDESTINO,4437,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,25034705,5,SOFÍA ISABELLA,CLEMENTI,PRADENAS,4515,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,25034705,5,SOFÍA ISABELLA,CLEMENTI,PRADENAS,4515,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13979372,7,PABLO ANDRÉS,CONTRERAS,DONOSO,4406,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13979372,7,PABLO ANDRÉS,CONTRERAS,DONOSO,4406,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13621764,4,BASTIÁN ANDRÉS,CORTÉS,RUBILAR,4477,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13621764,4,BASTIÁN ANDRÉS,CORTÉS,RUBILAR,4477,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,22001582,5,BENJAMÍN IGNACIO,ENRIONE,AGUILERA,4497,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,22001582,5,BENJAMÍN IGNACIO,ENRIONE,AGUILERA,4497,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6092707,5,MATÍAS GABRIEL,ESCOBAR,ROZAS,4508,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6092707,5,MATÍAS GABRIEL,ESCOBAR,ROZAS,4508,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17756197,K,JAVIERA ANAÍS,FERNÁNDEZ,RIVEROS,4468,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17756197,K,JAVIERA ANAÍS,FERNÁNDEZ,RIVEROS,4468,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,22402823,9,JOSÉ IGNACIO,FUENTES,MIRANDA,4470,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,22402823,9,JOSÉ IGNACIO,FUENTES,MIRANDA,4470,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18750829,4,SCARLETH MELANIE,GODOY,UNION,4403,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18750829,4,SCARLETH MELANIE,GODOY,UNION,4403,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17523131,K,KRISHNA CONSTANZA,GONZÁLEZ,CERDA,4505,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,17523131,K,KRISHNA CONSTANZA,GONZÁLEZ,CERDA,4505,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,23059513,5,MARÍA IGNACIA,HERMOSILLA,GUTIÉRREZ,4452,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,23059513,5,MARÍA IGNACIA,HERMOSILLA,GUTIÉRREZ,4452,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21003173,8,FRANCISCA FERNANDA,ITURRIAGA,LEIVA,4495,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21003173,8,FRANCISCA FERNANDA,ITURRIAGA,LEIVA,4495,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18139443,6,DHAMARI FERNANDA ANDREA,JARA,BAEZA,4431,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18139443,6,DHAMARI FERNANDA ANDREA,JARA,BAEZA,4431,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,12326039,5,CRISTINA ESTEFANÍA,LAINES,FIGUEROA,4467,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,12326039,5,CRISTINA ESTEFANÍA,LAINES,FIGUEROA,4467,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18643432,8,TAMARA CONSTANZA,LEÓN,CANTILLANA,4488,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18643432,8,TAMARA CONSTANZA,LEÓN,CANTILLANA,4488,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18691256,4,TANIA VALERIA,LIRA,ZEGARRA,4402,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18691256,4,TANIA VALERIA,LIRA,ZEGARRA,4402,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6016444,6,AYLLEEN SLOMITT,MELLA,ESPINOZA,4533,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6016444,6,AYLLEEN SLOMITT,MELLA,ESPINOZA,4533,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13930157,6,FERNANDA BELÉN,MÉNDEZ,JORQUERA,4516,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13930157,6,FERNANDA BELÉN,MÉNDEZ,JORQUERA,4516,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,7701222,0,ALONDRA VALERIA,MONTENEGRO,VÁSQUEZ,4487,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,7701222,0,ALONDRA VALERIA,MONTENEGRO,VÁSQUEZ,4487,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9165284,5,MATÍAS IGNACIO,MORA,HIDALGO,4435,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9165284,5,MATÍAS IGNACIO,MORA,HIDALGO,4435,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18476339,7,SOFÍA MONSERRATT,MORAGA,BAEZA,4445,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18476339,7,SOFÍA MONSERRATT,MORAGA,BAEZA,4445,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,4606402,7,CONSTANZA ENEDINA,MUÑOZ,INAPAIMILLA,4399,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,4606402,7,CONSTANZA ENEDINA,MUÑOZ,INAPAIMILLA,4399,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18723948,1,IGNACIO,NORAMBUENA,RIQUELME,4480,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,18723948,1,IGNACIO,NORAMBUENA,RIQUELME,4480,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,10879769,2,DANIA ROSALÍA,OLAVE,ASTUDILLO,4491,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,10879769,2,DANIA ROSALÍA,OLAVE,ASTUDILLO,4491,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21748631,4,JUAN ESTEBAN,OSORIO,ASMAD,4451,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21748631,4,JUAN ESTEBAN,OSORIO,ASMAD,4451,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,15595555,5,CAROLINA FERNANDA,OTÁROLA,CISTERNA,4404,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,15595555,5,CAROLINA FERNANDA,OTÁROLA,CISTERNA,4404,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9728526,6,AMELIA ISIDORA,PAVEZ,PINOCHET,4446,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9728526,6,AMELIA ISIDORA,PAVEZ,PINOCHET,4446,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19186245,K,MATÍAS ANTONIO,QUINTRILEO,CORTÉS,4448,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19186245,K,MATÍAS ANTONIO,QUINTRILEO,CORTÉS,4448,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,16454611,8,CAMILA ANTONIA,RETAMALES,OPAZO,4490,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,16454611,8,CAMILA ANTONIA,RETAMALES,OPAZO,4490,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9692824,4,JOSEFA ANTONIA,SAFFIE,ARAVENA,4492,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,9692824,4,JOSEFA ANTONIA,SAFFIE,ARAVENA,4492,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,8647845,5,RODRIGO ANDRÉS,SAN MARTÍN,MONTECINOS,4500,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,8647845,5,RODRIGO ANDRÉS,SAN MARTÍN,MONTECINOS,4500,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19952034,7,ISIDORA VICTORIA,SEPÚLVEDA,CASTRO,4423,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19952034,7,ISIDORA VICTORIA,SEPÚLVEDA,CASTRO,4423,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,15360721,0,MARÍA JOSÉ,SOTO,AGUIRRE,4430,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,15360721,0,MARÍA JOSÉ,SOTO,AGUIRRE,4430,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,20697093,K,DANIELA MYRIAM,TALLARIDA,MEJÍAS,4420,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,20697093,K,DANIELA MYRIAM,TALLARIDA,MEJÍAS,4420,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6239271,9,CATALINA MARCELA,TAPIA,LEIVA,4464,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,6239271,9,CATALINA MARCELA,TAPIA,LEIVA,4464,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13534246,6,BÁRBARA ANTONIA,TOLEDO,LÓPEZ,4417,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13534246,6,BÁRBARA ANTONIA,TOLEDO,LÓPEZ,4417,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,5548281,2,ÁLVARO RODRIGO,TORRES,MARTÍNEZ,4450,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,5548281,2,ÁLVARO RODRIGO,TORRES,MARTÍNEZ,4450,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21561636,1,IGNACIO ANDRÉS,TRUJILLOS,SAAVEDRA,4414,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,21561636,1,IGNACIO ANDRÉS,TRUJILLOS,SAAVEDRA,4414,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,16230052,5,CATALINA,URRA,CONTRERAS,4527,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,16230052,5,CATALINA,URRA,CONTRERAS,4527,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19899505,8,GONZALO LUIS,VALDEBENITO,CASTRO,4434,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,19899505,8,GONZALO LUIS,VALDEBENITO,CASTRO,4434,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,10762405,5,KARINA ELIZABETH,VALENZUELA,MATUS DE LA PARRA,4428,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,10762405,5,KARINA ELIZABETH,VALENZUELA,MATUS DE LA PARRA,4428,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13076043,6,CRISHMA ANTONIA,VILLARROEL,JARA,4489,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,13076043,6,CRISHMA ANTONIA,VILLARROEL,JARA,4489,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,8154398,9,PAULA BELÉN,VILLEGAS,CASTRO,4471,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,8154398,9,PAULA BELÉN,VILLEGAS,CASTRO,4471,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,14156244,4,SOPHIA PAZ,ZAMUDIO,DEL VALLE,4513,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
HP2,Magia PLAN 2005,2020-01,Hogwarts,14156244,4,SOPHIA PAZ,ZAMUDIO,DEL VALLE,4513,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,6062315,5,DARWIN ALFREDO,BENÍTEZ,RIVERA,3115,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,6062315,5,DARWIN ALFREDO,BENÍTEZ,RIVERA,3115,2024-02,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,DIC,,
